3004312,Random3311,1,10/16/1971
3004313,Random3312,0,6/14/1974
3004314,Random3313,0,9/12/1991
3004315,Random3314,0,10/17/1962
3004316,Random3315,1,6/22/1958
3004317,Random3316,0,7/18/1996
3004318,Random3317,0,7/2/1963
3004319,Random3318,0,7/28/1958
3004320,Random3319,0,7/14/1950
3004321,Random3320,1,11/9/1993
3004322,Random3321,0,2/13/1986
3004323,Random3322,0,11/1/1958
3004324,Random3323,0,1/27/1982
3004325,Random3324,0,1/10/1976
3004326,Random3325,1,4/23/1963
3004327,Random3326,0,2/23/1984
3004328,Random3327,1,5/9/1980
3004329,Random3328,0,8/13/1989
3004330,Random3329,0,3/9/1958
3004331,Random3330,1,7/27/1998
3004332,Random3331,0,4/27/1949
3004333,Random3332,0,4/17/1956
3004334,Random3333,1,11/5/1957
3004335,Random3334,1,8/27/1988
3004336,Random3335,1,10/28/1950
3004337,Random3336,0,12/15/1953
3004338,Random3337,1,7/19/1985
3004339,Random3338,0,9/15/1973
3004340,Random3339,0,8/27/1982
3004341,Random3340,1,7/25/1962
3004342,Random3341,0,7/12/1946
3004343,Random3342,0,10/1/1995
3004344,Random3343,1,11/24/1964
3004345,Random3344,0,11/17/1955
3004346,Random3345,1,6/1/1959
3004347,Random3346,0,12/2/2000
3004348,Random3347,0,6/21/1950
3004349,Random3348,0,9/24/1978
3004350,Random3349,0,1/6/1946
3004351,Random3350,1,11/13/1994
3004352,Random3351,0,7/16/1982
3004353,Random3352,1,10/12/1945
3004354,Random3353,0,1/16/1999
3004355,Random3354,0,3/18/1950
3004356,Random3355,1,6/13/1960
3004357,Random3356,0,4/16/1980
3004358,Random3357,0,4/19/1958
3004359,Random3358,1,3/8/1987
3004360,Random3359,1,6/8/1984
3004361,Random3360,1,8/26/1954
3004362,Random3361,0,5/12/1976
3004363,Random3362,0,5/15/1996
3004364,Random3363,0,3/4/1970
3004365,Random3364,1,2/24/1969
3004366,Random3365,1,1/11/1966
3004367,Random3366,1,1/27/1948
3004368,Random3367,1,8/12/1961
3004369,Random3368,0,11/14/1967
3004370,Random3369,0,9/18/1960
3004371,Random3370,1,10/3/1960
3004372,Random3371,0,10/24/1987
3004373,Random3372,0,5/2/1985
3004374,Random3373,0,1/27/1995
3004375,Random3374,0,8/3/1994
3004376,Random3375,1,10/6/1953
3004377,Random3376,0,3/21/1947
3004378,Random3377,0,12/1/1947
3004379,Random3378,0,10/18/1947
3004380,Random3379,0,6/23/1958
3004381,Random3380,1,9/16/1960
3004382,Random3381,0,2/20/1989
3004383,Random3382,0,7/22/1961
3004384,Random3383,0,11/23/1955
3004385,Random3384,0,6/1/1999
3004386,Random3385,1,3/10/1984
3004387,Random3386,0,5/11/1967
3004388,Random3387,0,3/10/1961
3004389,Random3388,0,8/2/1969
3004390,Random3389,0,3/7/1981
3004391,Random3390,1,5/20/1963
3004392,Random3391,0,1/28/1970
3004393,Random3392,0,6/11/1986
3004394,Random3393,1,9/26/1969
3004395,Random3394,0,5/19/1965
3004396,Random3395,1,5/19/1989
3004397,Random3396,0,12/21/1987
3004398,Random3397,1,11/1/1963
3004399,Random3398,0,4/21/1972
3004400,Random3399,0,2/16/1990
3004401,Random3400,1,2/19/1958
3004402,Random3401,0,2/4/1949
3004403,Random3402,1,6/2/1973
3004404,Random3403,0,11/3/2000
3004405,Random3404,0,8/12/1966
3004406,Random3405,1,5/16/1964
3004407,Random3406,0,6/6/1952
3004408,Random3407,0,5/13/1986
3004409,Random3408,0,7/15/1962
3004410,Random3409,1,5/11/1961
3004411,Random3410,1,11/2/1981
3004412,Random3411,0,11/3/1964
3004413,Random3412,1,11/21/1993
3004414,Random3413,0,8/6/1992
3004415,Random3414,0,9/21/1957
3004416,Random3415,1,12/10/1952
3004417,Random3416,1,1/19/1977
3004418,Random3417,0,1/21/1995
3004419,Random3418,0,10/6/1987
3004420,Random3419,0,2/1/1985
3004421,Random3420,1,6/26/1983
3004422,Random3421,1,9/9/1954
3004423,Random3422,0,7/8/1984
3004424,Random3423,0,2/9/1968
3004425,Random3424,1,9/23/1968
3004426,Random3425,1,11/11/1989
3004427,Random3426,1,4/11/1951
3004428,Random3427,0,8/20/1989
3004429,Random3428,0,1/19/1994
3004430,Random3429,0,2/3/1970
3004431,Random3430,1,3/6/1961
3004432,Random3431,0,11/8/1951
3004433,Random3432,0,2/5/1961
3004434,Random3433,0,6/4/1969
3004435,Random3434,1,1/25/1999
3004436,Random3435,1,10/13/1950
3004437,Random3436,0,11/7/1947
3004438,Random3437,1,7/15/1991
3004439,Random3438,0,6/6/1988
3004440,Random3439,0,10/4/1956
3004441,Random3440,1,12/1/1962
3004442,Random3441,0,4/15/1997
3004443,Random3442,0,10/1/1974
3004444,Random3443,0,2/28/1965
3004445,Random3444,0,12/27/1947
3004446,Random3445,1,2/7/1984
3004447,Random3446,0,10/25/1979
3004448,Random3447,0,8/1/1966
3004449,Random3448,1,7/1/1958
3004450,Random3449,0,1/2/1977
3004451,Random3450,1,8/1/1968
3004452,Random3451,0,8/16/1992
3004453,Random3452,1,9/27/1990
3004454,Random3453,0,12/26/1961
3004455,Random3454,0,11/10/2000
3004456,Random3455,1,12/18/1957
3004457,Random3456,0,10/1/1950
3004458,Random3457,0,7/27/1966
3004459,Random3458,0,5/25/1962
3004460,Random3459,1,10/24/1948
3004461,Random3460,1,12/22/1981
3004462,Random3461,0,6/10/1951
3004463,Random3462,0,8/24/1972
3004464,Random3463,1,9/17/1952
3004465,Random3464,1,3/12/1961
3004466,Random3465,1,2/17/1972
3004467,Random3466,0,2/20/1992
3004468,Random3467,0,11/10/1973
3004469,Random3468,0,12/4/1965
3004470,Random3469,0,2/1/1955
3004471,Random3470,1,2/15/1962
3004472,Random3471,0,4/22/1962
3004473,Random3472,0,4/4/1968
3004474,Random3473,0,4/6/1985
3004475,Random3474,0,3/9/1945
3004476,Random3475,1,11/14/1953
3004477,Random3476,0,10/11/1958
3004478,Random3477,0,11/5/1963
3004479,Random3478,0,1/22/1964
3004480,Random3479,0,11/10/1985
3004481,Random3480,1,1/5/1951
3004482,Random3481,0,4/5/1981
3004483,Random3482,1,6/23/1963
3004484,Random3483,1,3/18/1981
3004485,Random3484,0,8/25/1950
3004486,Random3485,1,7/20/1974
3004487,Random3486,0,3/14/1984
3004488,Random3487,0,1/22/1953
3004489,Random3488,1,1/18/1995
3004490,Random3489,1,1/9/1989
3004491,Random3490,1,8/8/1992
3004492,Random3491,0,9/20/1982
3004493,Random3492,0,4/27/1996
3004494,Random3493,0,12/8/1974
3004495,Random3494,0,7/9/1947
3004496,Random3495,1,2/22/1954
3004497,Random3496,0,12/22/1960
3004498,Random3497,1,4/14/1974
3004499,Random3498,0,4/8/1997
3004500,Random3499,0,8/18/1994
3004501,Random3500,1,10/11/1959
3004502,Random3501,0,2/3/1989
3004503,Random3502,0,5/19/2000
3004504,Random3503,1,10/24/1981
3004505,Random3504,0,2/17/1959
3004506,Random3505,1,3/14/1956
3004507,Random3506,0,1/13/1952
3004508,Random3507,0,6/4/1974
3004509,Random3508,1,7/28/1964
3004510,Random3509,0,5/11/1992
3004511,Random3510,1,5/22/1987
3004512,Random3511,0,1/5/1980
3004513,Random3512,0,1/20/1947
3004514,Random3513,0,1/23/1952
3004515,Random3514,0,9/7/1970
3004516,Random3515,1,7/17/1961
3004517,Random3516,0,8/17/1987
3004518,Random3517,0,9/11/1953
3004519,Random3518,0,9/21/1971
3004520,Random3519,0,8/7/1989
3004521,Random3520,1,5/1/1978
3004522,Random3521,0,12/19/1978
3004523,Random3522,0,6/4/1945
3004524,Random3523,0,1/16/1960
3004525,Random3524,0,1/26/1957
3004526,Random3525,1,8/9/1947
3004527,Random3526,0,12/1/1982
3004528,Random3527,0,7/16/1983
3004529,Random3528,1,5/9/1964
3004530,Random3529,0,4/25/1971
3004531,Random3530,1,6/27/1964
3004532,Random3531,0,12/11/1971
3004533,Random3532,0,12/2/1956
3004534,Random3533,1,3/20/1960
3004535,Random3534,0,9/22/1955
3004536,Random3535,1,2/24/1995
3004537,Random3536,0,5/27/1985
3004538,Random3537,1,1/18/1988
3004539,Random3538,0,6/5/1950
3004540,Random3539,1,11/8/1948
3004541,Random3540,1,7/23/1997
3004542,Random3541,0,4/11/1980
3004543,Random3542,0,2/25/1972
3004544,Random3543,0,6/10/1972
3004545,Random3544,1,12/15/1980
3004546,Random3545,1,2/2/1989
3004547,Random3546,0,7/27/1970
3004548,Random3547,0,3/2/1981
3004549,Random3548,0,1/20/1973
3004550,Random3549,0,3/15/1985
3004551,Random3550,1,3/16/1959
3004552,Random3551,0,8/6/1967
3004553,Random3552,0,11/28/1985
3004554,Random3553,0,3/2/1986
3004555,Random3554,1,8/19/1988
3004556,Random3555,1,8/7/1955
3004557,Random3556,0,7/24/1958
3004558,Random3557,1,9/6/1989
3004559,Random3558,1,1/23/1996
3004560,Random3559,0,2/24/1990
3004561,Random3560,1,4/18/1962
3004562,Random3561,0,10/19/1948
3004563,Random3562,1,2/18/1957
3004564,Random3563,0,5/12/1975
3004565,Random3564,0,10/11/1950
3004566,Random3565,1,11/1/1987
3004567,Random3566,0,1/9/1984
3004568,Random3567,0,1/16/1995
3004569,Random3568,0,10/21/1990
3004570,Random3569,0,10/21/1961
3004571,Random3570,1,11/16/1988
3004572,Random3571,1,11/9/1972
3004573,Random3572,0,7/10/1960
3004574,Random3573,1,7/18/1975
3004575,Random3574,0,7/19/1990
3004576,Random3575,1,10/15/1987
3004577,Random3576,0,10/6/1960
3004578,Random3577,0,10/21/1990
3004579,Random3578,0,1/1/1974
3004580,Random3579,0,4/27/1947
3004581,Random3580,1,4/23/1969
3004582,Random3581,0,10/13/1965
3004583,Random3582,1,7/24/1961
3004584,Random3583,0,8/6/1969
3004585,Random3584,0,10/18/1954
3004586,Random3585,1,4/3/1970
3004587,Random3586,0,12/5/1969
3004588,Random3587,0,10/25/1945
3004589,Random3588,0,1/6/1951
3004590,Random3589,1,11/7/1990
3004591,Random3590,1,11/13/1977
3004592,Random3591,0,7/8/2000
3004593,Random3592,0,6/28/1989
3004594,Random3593,0,12/19/1968
3004595,Random3594,0,8/28/1956
3004596,Random3595,1,1/10/1997
3004597,Random3596,0,8/15/1954
3004598,Random3597,0,3/24/1989
3004599,Random3598,0,9/27/1953
3004600,Random3599,0,1/5/2000
3004601,Random3600,1,11/14/1994
3004602,Random3601,1,7/6/1971
3004603,Random3602,1,12/17/1958
3004604,Random3603,0,8/3/1947
3004605,Random3604,0,6/23/1995
3004606,Random3605,1,1/3/1963
3004607,Random3606,0,7/10/1999
3004608,Random3607,0,2/27/1984
3004609,Random3608,1,12/9/1961
3004610,Random3609,0,2/16/1998
3004611,Random3610,1,5/7/1991
3004612,Random3611,0,11/12/1974
3004613,Random3612,1,6/22/1955
3004614,Random3613,0,3/14/1990
3004615,Random3614,0,1/28/1994
3004616,Random3615,1,9/5/1957
3004617,Random3616,0,2/1/1951
3004618,Random3617,0,9/1/1974
3004619,Random3618,0,11/2/1964
3004620,Random3619,0,10/28/1998
3004621,Random3620,1,2/9/1983
3004622,Random3621,0,8/23/1969
3004623,Random3622,0,12/2/1984
3004624,Random3623,0,2/2/1962
3004625,Random3624,1,2/3/1988
3004626,Random3625,1,12/26/1949
3004627,Random3626,1,2/2/1946
3004628,Random3627,1,8/18/1975
3004629,Random3628,0,2/25/1975
3004630,Random3629,1,12/27/1959
3004631,Random3630,1,6/10/1987
3004632,Random3631,1,4/1/1945
3004633,Random3632,0,3/16/1986
3004634,Random3633,0,12/19/1994
3004635,Random3634,0,12/7/1980
3004636,Random3635,1,5/15/1972
3004637,Random3636,0,5/3/1979
3004638,Random3637,0,1/9/1984
3004639,Random3638,1,5/6/1953
3004640,Random3639,0,4/25/1992
3004641,Random3640,1,4/10/1997
3004642,Random3641,0,9/4/1976
3004643,Random3642,0,3/27/1955
3004644,Random3643,0,3/24/1977
3004645,Random3644,0,12/21/1966
3004646,Random3645,1,9/14/1948
3004647,Random3646,0,9/9/1980
3004648,Random3647,0,10/24/1980
3004649,Random3648,0,6/6/1955
3004650,Random3649,0,9/3/1999
3004651,Random3650,1,4/4/1950
3004652,Random3651,0,5/24/1988
3004653,Random3652,0,4/27/1981
3004654,Random3653,0,6/11/1949
3004655,Random3654,0,1/12/1956
3004656,Random3655,1,9/22/1947
3004657,Random3656,0,10/24/1947
3004658,Random3657,1,12/27/1986
3004659,Random3658,0,8/8/1968
3004660,Random3659,0,5/6/1988
3004661,Random3660,1,2/28/1989
3004662,Random3661,0,9/19/1949
3004663,Random3662,0,11/12/1997
3004664,Random3663,0,11/23/1970
3004665,Random3664,0,3/25/1946
3004666,Random3665,1,12/7/2000
3004667,Random3666,0,6/27/1979
3004668,Random3667,0,12/2/1995
3004669,Random3668,0,3/13/1979
3004670,Random3669,0,9/8/1974
3004671,Random3670,1,6/9/1990
3004672,Random3671,0,4/6/1988
3004673,Random3672,0,7/9/1955
3004674,Random3673,0,2/4/1992
3004675,Random3674,0,4/24/1950
3004676,Random3675,1,9/5/1974
3004677,Random3676,0,11/12/1997
3004678,Random3677,0,5/26/1951
3004679,Random3678,0,2/21/1996
3004680,Random3679,0,7/23/1958
3004681,Random3680,1,11/8/1954
3004682,Random3681,0,10/3/1948
3004683,Random3682,0,4/19/1954
3004684,Random3683,0,3/8/1972
3004685,Random3684,0,9/6/1957
3004686,Random3685,1,7/20/1997
3004687,Random3686,1,7/7/1992
3004688,Random3687,0,8/14/1959
3004689,Random3688,1,6/23/1987
3004690,Random3689,0,7/1/1974
3004691,Random3690,1,10/5/1961
3004692,Random3691,1,9/23/1968
3004693,Random3692,0,9/3/1952
3004694,Random3693,0,6/28/1989
3004695,Random3694,0,10/20/1992
3004696,Random3695,1,12/18/1967
3004697,Random3696,0,11/26/1966
3004698,Random3697,0,10/20/1957
3004699,Random3698,0,2/15/1948
3004700,Random3699,0,4/27/1978
3004701,Random3700,1,10/4/1961
3004702,Random3701,0,9/13/1995
3004703,Random3702,0,4/14/1967
3004704,Random3703,0,4/23/1977
3004705,Random3704,0,6/26/1989
3004706,Random3705,1,11/12/1996
3004707,Random3706,0,12/27/1982
3004708,Random3707,0,4/11/1950
3004709,Random3708,0,6/19/1999
3004710,Random3709,1,12/9/1973
3004711,Random3710,1,12/11/1971
3004712,Random3711,0,1/13/1977
3004713,Random3712,0,4/12/1985
3004714,Random3713,1,11/25/1958
3004715,Random3714,1,1/5/1982
3004716,Random3715,1,9/2/1983
3004717,Random3716,0,3/25/1949
3004718,Random3717,0,6/11/1976
3004719,Random3718,0,11/16/1980
3004720,Random3719,0,5/22/1985
3004721,Random3720,1,6/24/1999
3004722,Random3721,1,5/25/1965
3004723,Random3722,0,9/16/1978
3004724,Random3723,0,2/3/1977
3004725,Random3724,1,11/20/1974
3004726,Random3725,1,12/21/1978
3004727,Random3726,0,1/21/1976
3004728,Random3727,0,12/1/1990
3004729,Random3728,0,10/23/1957
3004730,Random3729,0,8/20/1987
3004731,Random3730,1,3/26/1951
3004732,Random3731,0,1/4/1992
3004733,Random3732,0,11/13/1962
3004734,Random3733,0,6/9/1945
3004735,Random3734,1,3/16/1998
3004736,Random3735,1,3/3/1980
3004737,Random3736,0,9/7/1999
3004738,Random3737,0,8/1/1965
3004739,Random3738,0,6/28/1981
3004740,Random3739,0,4/20/1948
3004741,Random3740,1,5/28/1949
3004742,Random3741,0,1/18/1945
3004743,Random3742,0,7/3/1963
3004744,Random3743,0,8/25/1946
3004745,Random3744,1,7/24/1974
3004746,Random3745,1,11/28/1958
3004747,Random3746,0,9/17/1980
3004748,Random3747,1,9/3/1971
3004749,Random3748,0,11/27/1973
3004750,Random3749,0,7/25/1956
3004751,Random3750,1,5/3/1951
3004752,Random3751,0,6/1/1960
3004753,Random3752,0,4/12/1977
3004754,Random3753,0,1/15/1989
3004755,Random3754,0,3/23/1988
3004756,Random3755,1,11/25/1948
3004757,Random3756,0,11/26/1955
3004758,Random3757,0,8/20/1972
3004759,Random3758,0,8/25/1969
3004760,Random3759,0,10/25/1960
3004761,Random3760,1,11/28/1966
3004762,Random3761,0,12/13/1958
3004763,Random3762,0,4/8/1961
3004764,Random3763,0,5/27/1974
3004765,Random3764,1,1/19/1969
3004766,Random3765,1,8/3/1986
3004767,Random3766,0,4/27/1988
3004768,Random3767,0,6/25/1989
3004769,Random3768,0,12/14/1952
3004770,Random3769,0,8/14/1956
3004771,Random3770,1,2/14/1969
3004772,Random3771,0,11/26/1979
3004773,Random3772,0,10/1/1979
3004774,Random3773,0,3/19/1949
3004775,Random3774,0,10/19/1972
3004776,Random3775,1,3/11/1972
3004777,Random3776,0,9/8/1949
3004778,Random3777,0,8/1/1977
3004779,Random3778,0,3/12/1999
3004780,Random3779,0,10/21/1958
3004781,Random3780,1,1/28/1947
3004782,Random3781,0,7/4/1998
3004783,Random3782,0,2/15/1971
3004784,Random3783,0,12/1/1970
3004785,Random3784,0,12/6/1945
3004786,Random3785,1,6/9/1988
3004787,Random3786,0,10/21/1984
3004788,Random3787,0,12/22/1969
3004789,Random3788,1,12/4/1989
3004790,Random3789,0,6/28/1998
3004791,Random3790,1,9/2/1983
3004792,Random3791,0,11/16/1991
3004793,Random3792,0,8/26/1989
3004794,Random3793,0,6/20/1981
3004795,Random3794,0,2/4/1960
3004796,Random3795,1,5/12/2000
3004797,Random3796,0,8/27/1973
3004798,Random3797,0,12/24/1974
3004799,Random3798,1,5/25/1988
3004800,Random3799,0,4/13/1971
3004801,Random3800,1,1/13/1947
3004802,Random3801,1,9/17/1984
3004803,Random3802,0,6/23/1948
3004804,Random3803,1,8/6/1987
3004805,Random3804,0,1/4/1972
3004806,Random3805,1,1/10/1996
3004807,Random3806,0,1/16/1990
3004808,Random3807,0,4/16/1958
3004809,Random3808,0,6/9/1981
3004810,Random3809,0,10/2/1973
3004811,Random3810,1,5/13/1945
3004812,Random3811,0,10/24/1953
3004813,Random3812,0,11/2/1974
3004814,Random3813,0,11/21/1954
3004815,Random3814,0,10/8/1949
3004816,Random3815,1,4/12/1959
3004817,Random3816,1,7/11/1991
3004818,Random3817,0,7/2/1955
3004819,Random3818,0,1/12/1979
3004820,Random3819,0,9/24/1951
3004821,Random3820,1,2/6/1999
3004822,Random3821,0,12/6/1967
3004823,Random3822,0,8/27/1959
3004824,Random3823,0,6/19/1962
3004825,Random3824,0,5/23/1950
3004826,Random3825,1,1/11/1969
3004827,Random3826,0,4/20/1998
3004828,Random3827,1,4/11/1976
3004829,Random3828,0,12/12/1960
3004830,Random3829,0,10/17/1956
3004831,Random3830,1,10/25/1948
3004832,Random3831,0,8/1/1987
3004833,Random3832,0,7/20/1971
3004834,Random3833,1,8/8/1985
3004835,Random3834,0,6/5/1984
3004836,Random3835,1,10/16/1971
3004837,Random3836,1,6/14/1974
3004838,Random3837,1,9/12/1991
3004839,Random3838,1,10/17/1962
3004840,Random3839,0,6/22/1958
3004841,Random3840,1,7/18/1996
3004842,Random3841,0,7/2/1963
3004843,Random3842,0,7/28/1958
3004844,Random3843,1,7/14/1950
3004845,Random3844,0,11/9/1993
3004846,Random3845,1,2/13/1986
3004847,Random3846,0,11/1/1958
3004848,Random3847,0,1/27/1982
3004849,Random3848,0,1/10/1976
3004850,Random3849,0,4/23/1963
3004851,Random3850,1,2/23/1984
3004852,Random3851,0,5/9/1980
3004853,Random3852,1,8/13/1989
3004854,Random3853,1,3/9/1958
3004855,Random3854,0,7/27/1998
3004856,Random3855,1,4/27/1949
3004857,Random3856,0,4/17/1956
3004858,Random3857,0,11/5/1957
3004859,Random3858,1,8/27/1988
3004860,Random3859,0,10/28/1950
3004861,Random3860,1,12/15/1953
3004862,Random3861,1,7/19/1985
3004863,Random3862,0,9/15/1973
3004864,Random3863,0,8/27/1982
3004865,Random3864,0,7/25/1962
3004866,Random3865,1,7/12/1946
3004867,Random3866,0,10/1/1995
3004868,Random3867,0,11/24/1964
3004869,Random3868,1,11/17/1955
3004870,Random3869,0,6/1/1959
3004871,Random3870,1,12/2/2000
3004872,Random3871,0,6/21/1950
3004873,Random3872,1,9/24/1978
3004874,Random3873,0,1/6/1946
3004875,Random3874,0,11/13/1994
3004876,Random3875,1,7/16/1982
3004877,Random3876,0,10/12/1945
3004878,Random3877,0,1/16/1999
3004879,Random3878,1,3/18/1950
3004880,Random3879,0,6/13/1960
3004881,Random3880,1,4/16/1980
3004882,Random3881,0,4/19/1958
3004883,Random3882,1,3/8/1987
3004884,Random3883,0,6/8/1984
3004885,Random3884,0,8/26/1954
3004886,Random3885,1,5/12/1976
3004887,Random3886,0,5/15/1996
3004888,Random3887,0,3/4/1970
3004889,Random3888,1,2/24/1969
3004890,Random3889,1,1/11/1966
3004891,Random3890,1,1/27/1948
3004892,Random3891,0,8/12/1961
3004893,Random3892,0,11/14/1967
3004894,Random3893,0,9/18/1960
3004895,Random3894,0,10/3/1960
3004896,Random3895,1,10/24/1987
3004897,Random3896,0,5/2/1985
3004898,Random3897,0,1/27/1995
3004899,Random3898,1,8/3/1994
3004900,Random3899,0,10/6/1953
3004901,Random3900,1,3/21/1947
3004902,Random3901,0,12/1/1947
3004903,Random3902,0,10/18/1947
3004904,Random3903,1,6/23/1958
3004905,Random3904,1,9/16/1960
3004906,Random3905,1,2/20/1989
3004907,Random3906,0,7/22/1961
3004908,Random3907,1,11/23/1955
3004909,Random3908,0,6/1/1999
3004910,Random3909,0,3/10/1984
3004911,Random3910,1,5/11/1967
3004912,Random3911,0,3/10/1961
3004913,Random3912,0,8/2/1969
3004914,Random3913,0,3/7/1981
3004915,Random3914,1,5/20/1963
3004916,Random3915,1,1/28/1970
3004917,Random3916,0,6/11/1986
3004918,Random3917,0,9/26/1969
3004919,Random3918,0,5/19/1965
3004920,Random3919,0,5/19/1989
3004921,Random3920,1,12/21/1987
3004922,Random3921,0,11/1/1963
3004923,Random3922,1,4/21/1972
3004924,Random3923,0,2/16/1990
3004925,Random3924,0,2/19/1958
3004926,Random3925,1,2/4/1949
3004927,Random3926,0,6/2/1973
3004928,Random3927,0,11/3/2000
3004929,Random3928,0,8/12/1966
3004930,Random3929,0,5/16/1964
3004931,Random3930,1,6/6/1952
3004932,Random3931,0,5/13/1986
3004933,Random3932,0,7/15/1962
3004934,Random3933,0,5/11/1961
3004935,Random3934,0,11/2/1981
3004936,Random3935,1,11/3/1964
3004937,Random3936,0,11/21/1993
3004938,Random3937,1,8/6/1992
3004939,Random3938,0,9/21/1957
3004940,Random3939,1,12/10/1952
3004941,Random3940,1,1/19/1977
3004942,Random3941,0,1/21/1995
3004943,Random3942,0,10/6/1987
3004944,Random3943,0,2/1/1985
3004945,Random3944,0,6/26/1983
3004946,Random3945,1,9/9/1954
3004947,Random3946,0,7/8/1984
3004948,Random3947,0,2/9/1968
3004949,Random3948,0,9/23/1968
3004950,Random3949,1,11/11/1989
3004951,Random3950,1,4/11/1951
3004952,Random3951,0,8/20/1989
3004953,Random3952,0,1/19/1994
3004954,Random3953,0,2/3/1970
3004955,Random3954,1,3/6/1961
3004956,Random3955,1,11/8/1951
3004957,Random3956,0,2/5/1961
3004958,Random3957,0,6/4/1969
3004959,Random3958,0,1/25/1999
3004960,Random3959,0,10/13/1950
3004961,Random3960,1,11/7/1947
3004962,Random3961,0,7/15/1991
3004963,Random3962,0,6/6/1988
3004964,Random3963,1,10/4/1956
3004965,Random3964,1,12/1/1962
3004966,Random3965,1,4/15/1997
3004967,Random3966,1,10/1/1974
3004968,Random3967,1,2/28/1965
3004969,Random3968,0,12/27/1947
3004970,Random3969,1,2/7/1984
3004971,Random3970,1,10/25/1979
3004972,Random3971,1,8/1/1966
3004973,Random3972,1,7/1/1958
3004974,Random3973,0,1/2/1977
3004975,Random3974,0,8/1/1968
3004976,Random3975,1,8/16/1992
3004977,Random3976,0,9/27/1990
3004978,Random3977,0,12/26/1961
3004979,Random3978,0,11/10/2000
3004980,Random3979,0,12/18/1957
3004981,Random3980,1,10/1/1950
3004982,Random3981,0,7/27/1966
3004983,Random3982,0,5/25/1962
3004984,Random3983,0,10/24/1948
3004985,Random3984,1,12/22/1981
3004986,Random3985,1,6/10/1951
3004987,Random3986,0,8/24/1972
3004988,Random3987,0,9/17/1952
3004989,Random3988,1,3/12/1961
3004990,Random3989,1,2/17/1972
3004991,Random3990,1,2/20/1992
3004992,Random3991,1,11/10/1973
3004993,Random3992,0,12/4/1965
3004994,Random3993,0,2/1/1955
3004995,Random3994,0,2/15/1962
3004996,Random3995,1,4/22/1962
3004997,Random3996,0,4/4/1968
3004998,Random3997,0,4/6/1985
3004999,Random3998,0,3/9/1945
3005000,Random3999,0,11/14/1953
3005001,Random4000,1,10/11/1958
3005002,Random4001,0,11/5/1963
3005003,Random4002,0,1/22/1964
3005004,Random4003,0,11/10/1985
3005005,Random4004,0,1/5/1951
3005006,Random4005,1,4/5/1981
3005007,Random4006,0,6/23/1963
3005008,Random4007,0,3/18/1981
3005009,Random4008,0,8/25/1950
3005010,Random4009,1,7/20/1974
3005011,Random4010,1,3/14/1984
3005012,Random4011,1,1/22/1953
3005013,Random4012,0,1/18/1995
3005014,Random4013,0,1/9/1989
3005015,Random4014,0,8/8/1992
3005016,Random4015,1,9/20/1982
3005017,Random4016,0,4/27/1996
3005018,Random4017,1,12/8/1974
3005019,Random4018,0,7/9/1947
3005020,Random4019,0,2/22/1954
3005021,Random4020,1,12/22/1960
3005022,Random4021,1,4/14/1974
3005023,Random4022,0,4/8/1997
3005024,Random4023,1,8/18/1994
3005025,Random4024,0,10/11/1959
3005026,Random4025,1,2/3/1989
3005027,Random4026,0,5/19/2000
3005028,Random4027,0,10/24/1981
3005029,Random4028,1,2/17/1959
3005030,Random4029,0,3/14/1956
3005031,Random4030,1,1/13/1952
3005032,Random4031,0,6/4/1974
3005033,Random4032,1,7/28/1964
3005034,Random4033,0,5/11/1992
3005035,Random4034,0,5/22/1987
3005036,Random4035,1,1/5/1980
3005037,Random4036,1,1/20/1947
3005038,Random4037,0,1/23/1952
3005039,Random4038,0,9/7/1970
3005040,Random4039,0,7/17/1961
3005041,Random4040,1,8/17/1987
3005042,Random4041,1,9/11/1953
3005043,Random4042,0,9/21/1971
3005044,Random4043,1,8/7/1989
3005045,Random4044,0,5/1/1978
3005046,Random4045,1,12/19/1978
3005047,Random4046,0,6/4/1945
3005048,Random4047,0,1/16/1960
3005049,Random4048,1,1/26/1957
3005050,Random4049,0,8/9/1947
3005051,Random4050,1,12/1/1982
3005052,Random4051,0,7/16/1983
3005053,Random4052,0,5/9/1964
3005054,Random4053,1,4/25/1971
3005055,Random4054,0,6/27/1964
3005056,Random4055,1,12/11/1971
3005057,Random4056,0,12/2/1956
3005058,Random4057,0,3/20/1960
3005059,Random4058,0,9/22/1955
3005060,Random4059,0,2/24/1995
3005061,Random4060,1,5/27/1985
3005062,Random4061,0,1/18/1988
3005063,Random4062,0,6/5/1950
3005064,Random4063,0,11/8/1948
3005065,Random4064,0,7/23/1997
3005066,Random4065,1,4/11/1980
3005067,Random4066,0,2/25/1972
3005068,Random4067,0,6/10/1972
3005069,Random4068,0,12/15/1980
3005070,Random4069,0,2/2/1989
3005071,Random4070,1,7/27/1970
3005072,Random4071,0,3/2/1981
3005073,Random4072,0,1/20/1973
3005074,Random4073,0,3/15/1985
3005075,Random4074,0,3/16/1959
3005076,Random4075,1,8/6/1967
3005077,Random4076,0,11/28/1985
3005078,Random4077,0,3/2/1986
3005079,Random4078,0,8/19/1988
3005080,Random4079,0,8/7/1955
3005081,Random4080,1,7/24/1958
3005082,Random4081,0,9/6/1989
3005083,Random4082,1,1/23/1996
3005084,Random4083,0,2/24/1990
3005085,Random4084,0,4/18/1962
3005086,Random4085,1,10/19/1948
3005087,Random4086,0,2/18/1957
3005088,Random4087,0,5/12/1975
